Date,Salesperson,Customer Name,C    ar Make,Car Model,Car Year,Sale Price,Commission Rate,Commission Earned
9/1/2022,Hector Campbell,Bradley Fernandez,Nissan,Corolla,2010,23385,0.09416251487879529,2201.99
8/24/2022,James Blair,Jonathan Fitzgerald,Chevrolet,Altima,2013,24553,0.0657721799501074,1614.9
7/2/2022,Megan Adams,Amanda Gonzales,Toyota,F-150,2011,44088,0.10618829478124928,4681.63
2/22/2023,Mario Johnson PhD,David Mcneil,Nissan,Corolla,2017,26139,0.10868939980431946,2841.03
4/9/2023,Jesus Owens,Wesley Meyer,Ford,Civic,2017,33518,0.11421257095344113,3828.18
10/28/2022,Mr. James Gonzales,Rebecca Leon,Nissan,Civic,2016,28316,0.07087957943978054,2007.03
5/20/2022,Joseph Hurst,Kenneth Young,Toyota,Civic,2016,26581,0.11022930370645677,2930.01
10/3/2022,Edward Stewart,Anthony Scott,Toyota,F-150,2017,14607,0.1099776320786725,1606.44
2/19/2023,Suzanne Gallegos,Alex Thomas,Honda,Corolla,2016,42371,0.0824651923703408,3494.13
1/2/2023,Sheryl Anderson,Logan Hayden,Ford,Corolla,2012,27022,0.07564928915277883,2044.2
7/5/2022,Julie Gonzalez,Patrick Sanders,Chevrolet,F-150,2018,11743,0.10567712737840845,1240.97
3/29/2023,Daniel Henderson,Kathleen Sanders,Toyota,F-150,2012,11338,0.14850040995140457,1683.7
5/22/2022,Andrew Le,Melissa Moore,Toyota,Silverado,2014,39240,0.10002036270030992,3924.8
10/13/2022,Darren Gregory,Laura Skinner,Toyota,Civic,2022,34287,0.06515686149588724,2234.03
5/12/2022,Cathy Colon,Andrew Jackson,Chevrolet,Corolla,2022,47698,0.07221128399022192,3444.33
7/25/2022,David Lee,Heidi Johnson,Nissan,F-150,2014,47272,0.09693196979402133,4582.17
7/6/2022,Jocelyn Smith,Erika Ferguson,Honda,F-150,2018,33003,0.14342595853844498,4733.49
12/17/2022,Paula Hale,Samuel Lewis,Toyota,F-150,2013,19723,0.08977387267651407,1770.61
3/12/2023,Eric Young,Mrs. Danielle Mendoza MD,Chevrolet,F-150,2010,19900,0.10666038314599416,2122.54
1/22/2023,Nathan Williams,Jeffrey Rogers,Nissan,Corolla,2021,23353,0.13948185126854773,3257.32
5/19/2022,Richard Horn,Andrew Randolph,Ford,F-150,2015,19980,0.14053785567579974,2807.95
12/13/2022,Peggy Smith,Alan Hayes,Nissan,Altima,2018,17593,0.12537753838714638,2205.77
7/8/2022,Terry King,Christopher Washington,Toyota,Silverado,2021,45798,0.10345332673749277,4737.96
3/17/2023,Rachel Kramer,Mr. Kevin Duncan,Ford,Corolla,2011,18266,0.12170995245561018,2223.15
12/16/2022,Leah Powers,Jennifer Ali,Honda,Corolla,2014,12709,0.13974050409301525,1775.96
12/25/2022,Martin Hess,Jillian Young,Nissan,Silverado,2018,47391,0.08036030747691462,3808.36
12/22/2022,Kelsey Ross,Joshua Thompson,Honda,Silverado,2019,38673,0.12222996140943788,4727
3/8/2023,Ashley Mcgee,Wendy Sampson,Ford,Silverado,2018,36634,0.11744556855257933,4302.5
1/13/2023,Victoria Baker,Lindsay Anderson,Nissan,Altima,2019,38398,0.10135471288481405,3891.82
4/27/2023,Kelly Ortiz,Nicole Mcdonald,Nissan,F-150,2022,48255,0.09751283023924776,4705.48
3/7/2023,Michael Hull,Kimberly Brewer,Nissan,Silverado,2015,21850,0.07740094220134688,1691.21
8/2/2022,Nancy Carr,Elizabeth Price,Chevrolet,Silverado,2013,38687,0.1169748001594694,4525.4
9/24/2022,Jeffrey Vargas,Monique Lane,Nissan,Corolla,2010,24827,0.06838359636003513,1697.76
11/26/2022,Angela Cruz,Amanda Hudson,Nissan,Corolla,2010,22035,0.1170739923381772,2579.73
4/4/2023,Rebecca Nielsen,Meghan Knight,Toyota,Altima,2021,20180,0.12562466931095068,2535.11
7/1/2022,Lauren Anthony,Jillian Guerrero,Ford,Civic,2020,34235,0.0627785259465211,2149.22
9/21/2022,April Mendez,Amy Pena,Toyota,Altima,2014,30552,0.081891343209762,2501.94
11/2/2022,Robert Griffin,Shaun Smith,Honda,Altima,2013,23457,0.08245111595100005,1934.06
3/24/2023,Melissa Pierce,Jamie Sanchez,Honda,Civic,2020,36005,0.0828474325786353,2982.92
9/6/2022,Stephanie Jones,Donna Douglas,Nissan,Corolla,2022,19198,0.11915424166342994,2287.52
2/9/2023,Lindsey Winters,Candace Lynch,Ford,F-150,2022,35807,0.059867126030942644,2143.66
11/16/2022,Michael Snyder DDS,Franklin Rose,Nissan,Civic,2017,30017,0.13540190982258538,4064.36
5/9/2022,Jennifer Davis,Lori Taylor,Toyota,F-150,2012,15485,0.11773832878143309,1823.18
5/26/2022,Thomas Cervantes,Karen Castro,Nissan,F-150,2022,29110,0.1195614095288971,3480.43
3/10/2023,Phillip Smith,Jonathan Smith,Honda,F-150,2011,42254,0.10517415419331008,4444.03
9/30/2022,Dr. Anthony Johnson,Mrs. Leslie Gillespie,Honda,Silverado,2022,49126,0.11560052845455175,5678.99
2/27/2023,Robin Wagner,Jennifer Calhoun,Chevrolet,Altima,2012,31006,0.13021343446165523,4037.4
8/30/2022,Max Monroe,Kristen Hill,Ford,Altima,2015,45891,0.07314538747142471,3356.71
3/14/2023,William Ortega,Christopher Bright,Honda,Silverado,2017,46578,0.09395789178998754,4376.37
5/18/2022,Rachael Gray,Robert Lawson,Honda,Silverado,2020,45620,0.12641224573425747,5766.93
4/1/2023,Jennifer Olson,Sandra Foster,Honda,Corolla,2016,12677,0.1043460594642742,1322.79
11/16/2022,Matthew Henson,Virginia Bell,Nissan,Corolla,2015,35064,0.1028477671066714,3606.25
8/14/2022,Jennifer Park,Amy Duke,Toyota,F-150,2012,22076,0.07544850633119596,1665.6
6/19/2022,Michael Garcia,Michael Russell,Chevrolet,Corolla,2022,12610,0.10394354509303222,1310.73
1/7/2023,Rebecca Hernandez,William Jordan,Ford,Silverado,2012,37022,0.05992821320697629,2218.66
4/7/2023,Brittany Hebert,Dr. Sarah Soto,Nissan,Civic,2022,26579,0.1131723497093451,3008.01
3/5/2023,Katherine Mendez,Laura Branch,Chevrolet,F-150,2018,15565,0.10813364843403511,1683.1
8/5/2022,Anthony Maynard,Rebecca Ward,Honda,Altima,2016,46251,0.14903782081461614,6893.15
4/5/2023,John Stone,Kathryn Thompson,Chevrolet,Civic,2013,42881,0.09294426583293673,3985.54
12/1/2022,Brian Hunter,Linda Hernandez,Ford,Altima,2013,25602,0.1165722817570366,2984.48
12/26/2022,Matthew Burke,Nicholas Maynard,Chevrolet,F-150,2015,45887,0.13202791885925713,6058.37
10/21/2022,Ronald Walker,Elijah Wilson,Ford,F-150,2018,48614,0.05934661298296271,2885.08
5/19/2022,Bobby Morgan,Sabrina Brown,Toyota,Corolla,2015,43080,0.06272432424074768,2702.16
12/6/2022,Lori Malone,Frances Sanchez,Ford,Civic,2019,43334,0.11276607973503659,4886.61
7/19/2022,Deborah Daniels MD,Nathan Gutierrez,Ford,Silverado,2016,15943,0.06526784489904768,1040.57
11/26/2022,Matthew Tate,Randy Lopez,Toyota,Altima,2012,13150,0.11792719676624071,1550.74
9/5/2022,Julie Wilson,Karen Mendez,Chevrolet,F-150,2019,27320,0.13793310029173622,3768.33
6/10/2022,Caroline Diaz,Jacqueline Brady,Toyota,F-150,2017,42392,0.0784636010902212,3326.23
9/25/2022,Linda Harris,John Martin,Toyota,Altima,2021,28229,0.13234551954115029,3735.98
3/2/2023,William Cooper,Brandi Brown,Toyota,Civic,2013,37817,0.09971159477873487,3770.79
6/22/2022,Heather Diaz,Scott Coleman,Toyota,F-150,2018,28471,0.06952425128902671,1979.42
1/12/2023,Virginia Brown,Michael Daniels,Toyota,F-150,2015,26086,0.10115441403405628,2638.71
8/10/2022,Elizabeth Miller,Kimberly Medina,Ford,Civic,2021,36057,0.08612682858867393,3105.48
5/19/2022,Brian Yates,Christine Kelly,Ford,Silverado,2011,20165,0.08102086712472091,1633.79
1/26/2023,Pamela Reyes,Timothy Castillo,Chevrolet,Corolla,2010,32716,0.0733861481230612,2400.9
2/12/2023,Joshua Sims,Jesse Johns,Nissan,Civic,2022,47532,0.09743216232461893,4631.15
4/9/2023,Jennifer Johnson,Brian Fields,Nissan,Silverado,2011,11307,0.06935192389385766,784.16
11/18/2022,Robert Smith,Christopher Owens,Toyota,Silverado,2015,45314,0.052387820950237966,2373.9
10/23/2022,Jo Hernandez,Robert Mendez,Ford,Corolla,2014,20646,0.1338196928585228,2762.84
1/8/2023,Kyle Joseph,Larry Burke,Honda,F-150,2010,13467,0.07103858695943312,956.68
1/11/2023,Ronald Hernandez,Jenny Wilcox MD,Toyota,Altima,2011,25247,0.14258562646329856,3599.86
8/26/2022,Nicole Holloway,Erica Olson,Honda,Corolla,2021,19417,0.07466069317375176,1449.69
1/23/2023,Christine Maldonado,Ms. Jessica Edwards,Chevrolet,Silverado,2010,48933,0.05326680525911276,2606.5
11/15/2022,Teresa Maldonado,Kevin Miller,Nissan,Altima,2012,17386,0.08203317269090774,1426.23
9/1/2022,John Wells,Kelly Miles,Chevrolet,Civic,2013,43380,0.09116810796332138,3954.87
6/5/2022,Benjamin Rodriguez,Fred Stone,Ford,Civic,2014,20941,0.14421316446067928,3019.97
3/19/2023,Nicole Wallace,Jennifer Smith,Chevrolet,F-150,2013,28030,0.14332910705016205,4017.51
2/10/2023,Joyce Johnson,Amy Christensen,Toyota,Corolla,2016,24421,0.1434613510660343,3503.47
11/9/2022,Lori Johnson,Stephanie Diaz,Ford,Corolla,2011,20314,0.06801318463858404,1381.62
7/10/2022,Amy Johnson,Jose Howe,Nissan,F-150,2020,30469,0.1253385954739423,3818.94
7/15/2022,Christina Allison,Arthur Hale,Honda,F-150,2015,33653,0.09467886143175314,3186.23
1/5/2023,Jerry Martinez,Samantha Kline,Nissan,Corolla,2015,30112,0.06888189035993228,2074.17
12/1/2022,Mary Perez,Dr. Michael Austin,Ford,F-150,2018,32451,0.07564694007080178,2454.82
1/27/2023,Jimmy Schneider,Larry Francis,Nissan,Altima,2017,23198,0.10960954621680706,2542.72
11/26/2022,Diana Hernandez,Elizabeth Baker,Ford,F-150,2018,34114,0.14060938324002445,4796.75
4/8/2023,Jason Moore,Robert Thomas,Toyota,Altima,2013,15449,0.07276387297723355,1124.13
1/3/2023,Nathan Burns,Michelle Johnson,Chevrolet,F-150,2012,41978,0.13257356990261765,5565.17
8/7/2022,Shelley Bird,Jacqueline Bryant,Ford,F-150,2018,44210,0.07815093151094048,3455.05
2/13/2023,Priscilla Lopez,Carlos Price,Toyota,F-150,2013,34831,0.057993353660787506,2019.97
2/27/2023,Daniel Ramos,James Torres,Ford,F-150,2013,43016,0.10927671362958205,4700.65
7/24/2022,Jennifer Dougherty,Jeffrey Gonzales,Chevrolet,Corolla,2020,45800,0.07634084972657187,3496.41
3/24/2023,Kathryn Boyd,Alicia Holt,Chevrolet,Altima,2010,15964,0.10227378001261306,1632.7
12/25/2022,Angela Thompson,James Ward,Nissan,F-150,2020,46751,0.12977970995866372,6067.33
3/4/2023,Shawna Rodriguez,Robin Obrien,Nissan,Altima,2013,28252,0.09064716493370059,2560.96
2/15/2023,Jill Aguilar,Dustin Baldwin,Honda,Corolla,2010,40260,0.11765792009863854,4736.91
7/1/2022,Thomas Lee,Jeffrey Scott,Chevrolet,Corolla,2010,33160,0.08993898195702457,2982.38
9/26/2022,Kristin Gibson,Tammy Hall,Chevrolet,Silverado,2018,29388,0.07054019208960813,2073.04
3/26/2023,Sean Vaughn,Pamela Hernandez,Chevrolet,Civic,2020,19386,0.08830161412916052,1711.82
10/25/2022,Bryan Miles,Philip Greer,Toyota,Corolla,2018,30511,0.13186046447862537,4023.19
9/11/2022,Patrick Moore,Billy Garcia,Nissan,F-150,2018,19309,0.08579906027997902,1656.69
10/27/2022,Sarah Ruiz,Rebecca Baker,Chevrolet,Civic,2011,16790,0.06967908073611596,1169.91
6/20/2022,Debra Leonard,Cory Moody,Ford,Altima,2012,44186,0.12645358099497622,5587.48
7/6/2022,Helen Mclean,Ashley Roberts,Toyota,Altima,2020,41842,0.10648319644756174,4455.47
1/5/2023,Heidi Jones,Diana Parks,Ford,Silverado,2021,43553,0.1443320450965987,6286.09
12/25/2022,Keith Moore,Clinton Stuart,Chevrolet,F-150,2011,34633,0.11164068175858671,3866.45
8/4/2022,Shawn James,Alexandra Smith,Chevrolet,Civic,2010,45061,0.12717659689076105,5730.7
12/31/2022,Robert Howell,Lisa Ayala,Ford,Corolla,2015,34955,0.10380802557425284,3628.61
11/8/2022,Dr. Ryan Johnson,Mr. Brian Hoffman MD,Honda,Corolla,2018,21187,0.0675303072914527,1430.76
8/31/2022,Veronica Parker,Derek Moreno,Nissan,Corolla,2017,49778,0.11876557844301268,5911.91
10/24/2022,Regina Rosales,Oscar Moon,Chevrolet,Civic,2021,29007,0.05296359320510455,1536.31
8/4/2022,Tanner Massey,Leslie Curry,Honda,Silverado,2015,19434,0.0868711150734527,1688.25
8/26/2022,Ricardo Romero,Debra Hammond,Nissan,Corolla,2013,28737,0.12728767917162287,3657.87
2/22/2023,John Jones,Stephanie Whitaker,Chevrolet,Corolla,2015,13236,0.11504098663958309,1522.68
4/4/2023,Kurt Mueller,Dr. Robert Berger MD,Toyota,F-150,2017,47034,0.07890163320101044,3711.06
9/1/2022,Angela Horne,Mary Morris,Ford,Civic,2016,10783,0.11070664285283886,1193.75
6/3/2022,Elizabeth Brooks,Randy Rogers,Nissan,Civic,2020,47249,0.11920789655844916,5632.45
11/26/2022,Mr. Don Neal DDS,Monica Murphy,Chevrolet,Civic,2021,30332,0.0939484963721944,2849.65
5/29/2022,Glenn Ryan,Ashley Berg,Ford,Altima,2013,39190,0.1042692707484517,4086.31
6/30/2022,Donald Ruiz,Keith Woods,Ford,Civic,2021,10511,0.14901112086779172,1566.26
9/16/2022,Miss Meghan Williams,Diana Phillips,Toyota,Civic,2021,23367,0.14696842200975502,3434.21
2/17/2023,Sean Foster,Jordan Gonzalez,Nissan,F-150,2021,29123,0.10531345204323775,3067.04
5/31/2022,Julie Mejia,Rachel Torres,Ford,Corolla,2012,11066,0.1385905296248352,1533.64
2/8/2023,Kathryn Osborne,Alicia Chavez,Nissan,Altima,2017,27817,0.09993110731577914,2779.78
10/22/2022,Julie Herring,Nicholas Larson,Honda,Silverado,2018,44484,0.08008936282293824,3562.7
3/23/2023,Crystal Adams,William Bryan,Toyota,F-150,2015,24098,0.07179780932842297,1730.18
11/19/2022,Juan Douglas,James Christian,Honda,F-150,2018,18020,0.07739638974323887,1394.68
10/25/2022,William Lowery,Robin Sims,Chevrolet,Civic,2017,40999,0.1391779880304596,5706.16
2/28/2023,Stephanie Lewis,Brandon Miller,Chevrolet,Silverado,2016,34348,0.11256132453854693,3866.26
1/21/2023,Anne Reyes,Bradley Williams,Honda,Silverado,2019,38249,0.13402710007228902,5126.4
6/14/2022,Jose Rivera,Jennifer Martin,Honda,F-150,2016,34349,0.05748020772694345,1974.39
12/10/2022,Christopher Ramirez,Riley Davis,Nissan,Altima,2021,49056,0.0862380628081121,4230.49
2/16/2023,Jeffery Lee,George Pearson,Ford,Silverado,2021,20813,0.08682973520784203,1807.19
12/28/2022,Gary Welch,William Small,Ford,F-150,2022,48171,0.06369288149617099,3068.15
3/29/2023,Jennifer Ochoa,Samantha Ortega,Toyota,F-150,2012,13206,0.06710079078903788,886.13
4/8/2023,Gerald Turner,Austin Myers,Chevrolet,F-150,2022,30330,0.06343718258164745,1924.05
8/17/2022,Regina Reynolds,Ashley Rose,Ford,F-150,2020,47272,0.14521030289360354,6864.38
9/27/2022,Megan Curtis,Monica Williams,Chevrolet,Silverado,2017,11086,0.101508135355717,1125.32
9/25/2022,Brittany Wright,Nicole Miller,Ford,Civic,2021,47174,0.14113377282894884,6657.84
7/31/2022,Karina Jones,Christian Mcdonald DVM,Toyota,F-150,2016,36319,0.13772098911085998,5001.89
8/24/2022,Michael Lam,Edwin Martin,Toyota,Altima,2019,42801,0.09438223119290423,4039.65
4/30/2023,Cheryl Jones,Angela Wilson,Toyota,Corolla,2021,46857,0.05428920848467196,2543.83
2/4/2023,Mary Fox,Luke Murray,Toyota,F-150,2019,27645,0.12020897433746314,3323.18
1/8/2023,Julie Henderson,Troy Montgomery,Ford,Altima,2011,16966,0.11664024860695422,1978.92
5/17/2022,Joseph Nguyen,William Newman,Nissan,Corolla,2020,20458,0.06855582221998521,1402.52
2/8/2023,Tina Garcia,Paul Barrera,Toyota,Silverado,2011,32832,0.12995080689186805,4266.54
11/26/2022,Deanna Richards,Sara Vasquez,Nissan,Silverado,2012,19671,0.1437391139915837,2827.49
11/8/2022,Michelle Boyer,Angela Anderson,Nissan,Silverado,2022,19297,0.14055646970993993,2712.32
10/24/2022,David Wells,Karen Trujillo,Honda,Corolla,2017,42328,0.07597458752140217,3215.85
9/19/2022,William Griffin,Kimberly Carroll,Toyota,Corolla,2020,27073,0.14050318109849952,3803.84
7/7/2022,Emma English,Alyssa Smith,Nissan,Civic,2012,42749,0.13169007748225076,5629.62
2/16/2023,Michael Harding,Diana Mcbride,Toyota,Altima,2010,24485,0.10609774473578674,2597.8
12/7/2022,Keith Lewis,Melissa Gibson,Honda,F-150,2013,15404,0.0666026471535788,1025.95
1/15/2023,Anita Martin,Jose Kline,Toyota,Civic,2011,31442,0.06258935195262891,1967.93
6/24/2022,Eric Watts,Jacqueline Mcdonald,Toyota,Civic,2012,47714,0.10172737227793542,4853.82
2/12/2023,Michael Parker,Tyler Ford,Chevrolet,Silverado,2013,44835,0.06733351107979677,3018.9
6/18/2022,Heather Frazier,Rose Macdonald,Honda,Silverado,2011,46203,0.10427023799255408,4817.6
8/11/2022,Kathleen Knight,Charles Davis,Honda,Silverado,2021,15322,0.12723393404393046,1949.48
5/22/2022,Steven Griffin,Tyler Chapman,Ford,Corolla,2015,11593,0.09475560658138807,1098.5
2/18/2023,Joshua Webb,Cameron Hays,Honda,F-150,2012,27085,0.13605180466497185,3684.96
1/19/2023,Paul Dawson,Sally Roy,Honda,Civic,2021,21491,0.06241777632070568,1341.42
1/7/2023,Jennifer Erickson,Thomas Johnson,Ford,Civic,2019,40683,0.08130388306926725,3307.69
1/4/2023,Michael Gilbert,Mr. Cameron Stafford PhD,Nissan,Civic,2020,20424,0.11992792499348179,2449.41
9/17/2022,Elizabeth Reynolds,Candice Brown,Toyota,Civic,2016,46015,0.06387275260892655,2939.1
1/13/2023,Lauren Roberts,Jason Chambers,Chevrolet,Civic,2019,16433,0.08766046300418508,1440.52
12/27/2022,William Chandler,Eric Thompson,Ford,Altima,2018,10496,0.13194210762209108,1384.86
8/5/2022,Joseph Brandt,Jose Gonzalez,Toyota,Corolla,2010,27005,0.06871839337219018,1855.74
10/8/2022,Douglas Baker,Debra Moore,Nissan,Corolla,2015,37354,0.09447008744312191,3528.84
1/10/2023,Robert Carson,William Moody,Honda,Silverado,2020,41291,0.10246849400804597,4231.03
7/25/2022,Alyssa Wood,Joseph Day,Toyota,Corolla,2018,44894,0.10452500426708694,4692.55
12/31/2022,Kelli Carter,Brittany Gibbs,Ford,F-150,2012,35920,0.11598442287664443,4166.16
7/17/2022,Thomas Hines,Justin Smith,Ford,Corolla,2015,13070,0.07723184857972004,1009.42
5/21/2022,Theresa Bender,Matthew Nguyen,Chevrolet,Civic,2014,12204,0.08068336221508918,984.66
7/21/2022,Margaret Clark,Eric Russell,Honda,F-150,2018,31935,0.08529108863814124,2723.77
7/18/2022,Joshua Dean,Ann Castro,Nissan,Altima,2016,49893,0.10750325782400809,5363.66
5/4/2022,Patrick Bailey,Steven Walters,Ford,Altima,2019,36190,0.1154965844173511,4179.82
10/10/2022,Rachel Griffin,Emily Yang,Chevrolet,Corolla,2015,49021,0.05447458912925747,2670.4
1/12/2023,Jennifer Allen,Taylor Santos,Chevrolet,Corolla,2010,11295,0.07013303412706437,792.15
10/6/2022,Marc Thompson,Kristopher Richard,Honda,Silverado,2014,15144,0.10446843388155952,1582.07
1/31/2023,Kimberly Atkinson,Caitlin Miller,Honda,Silverado,2012,12330,0.10435500536363627,1286.7
8/18/2022,Susan Hughes,Walter Martin,Nissan,Silverado,2013,48499,0.10738529823654053,5208.08
2/3/2023,Gina Martinez,Todd Wagner,Toyota,Civic,2021,46692,0.0535532831896908,2500.51
11/15/2022,Daniel Myers,Benjamin Harrington DDS,Ford,F-150,2018,45919,0.13760135147715902,6318.52
11/26/2022,Jose Evans,Heather Young,Nissan,Civic,2014,46708,0.1371743927794096,6407.14
11/26/2022,Christopher Knight,Michelle Miller,Toyota,Silverado,2018,46257,0.10339334935100912,4782.67
5/3/2022,Mitchell Hurst,Christopher Hansen,Honda,F-150,2019,14720,0.11180827848988914,1645.82
1/5/2023,Michael Short,Shannon Gonzalez,Honda,Altima,2020,14030,0.08815050009877562,1236.75
9/4/2022,Peter Johnson,Michael Watts,Honda,Altima,2022,27230,0.06399081562381768,1742.47
12/6/2022,Christopher Ramos,Morgan Macias,Ford,Civic,2018,20873,0.07444719152929752,1553.94
6/8/2022,Makayla Huffman,Henry Quinn,Honda,F-150,2021,43796,0.1295614132652989,5674.27
9/2/2022,Erica Adams,Adam Donaldson,Honda,Altima,2015,29940,0.0684838061668601,2050.41
8/5/2022,Maria Benton,Jeffrey Gray,Ford,Corolla,2022,39435,0.11142158836650501,4393.91
9/29/2022,Richard Moore,William Jordan,Honda,Corolla,2013,44038,0.13816702667396003,6084.6
6/26/2022,Ricky Palmer,Amy Martin,Ford,Altima,2011,31604,0.0902625665519411,2852.66
10/16/2022,Dustin Davis,David Rasmussen,Honda,Civic,2016,14918,0.1035291850055341,1544.45
2/10/2023,Megan Ortiz,Craig Moyer,Toyota,F-150,2018,11750,0.10261591896559673,1205.74
6/19/2022,Alexander Chandler,Joshua Martin,Chevrolet,Civic,2010,37161,0.09523332077500851,3538.97
12/24/2022,Keith Stokes,Dale Cohen,Chevrolet,Civic,2013,25432,0.14293908009651296,3635.23
3/6/2023,John King,Krista Meyer,Nissan,Altima,2015,13145,0.12270425322287205,1612.95
4/30/2023,Cassandra Martinez,Randy Johnson,Ford,Corolla,2018,21797,0.08629224452859566,1880.91
1/4/2023,Jill Olson,John Terry,Nissan,F-150,2021,34498,0.11132107290569279,3840.35
3/18/2023,Paul Hill,Megan Owens,Honda,Corolla,2020,41986,0.09441926402917088,3964.29
11/11/2022,Emily Thompson,Brandy Perry,Nissan,F-150,2013,21340,0.07328203816992404,1563.84
2/4/2023,Emily Brown,Justin Wilson,Chevrolet,F-150,2019,30341,0.09381823681106465,2846.54
1/8/2023,Todd Roach,Christopher Hernandez,Honda,Altima,2017,22894,0.06599989294886455,1511
5/26/2022,Jennifer Moore,Christopher Morris,Nissan,Civic,2016,12616,0.1398590839405358,1764.46
8/1/2022,David Goodwin,Jesus Davis,Toyota,Corolla,2017,14676,0.12955427800331826,1901.34
11/15/2022,Travis Wood,Raymond Miller,Ford,Corolla,2014,19694,0.05404307724846194,1064.32
2/8/2023,Mark Warner,Teresa Perez,Ford,F-150,2010,32423,0.1491765405248249,4836.75
8/12/2022,Sherry Rodriguez,Samuel Boyer,Chevrolet,F-150,2019,48962,0.12350851380059848,6047.22
3/9/2023,Willie Soto,Julie Harris,Chevrolet,F-150,2016,29172,0.0645664185159244,1883.53
9/25/2022,Ashley Flores,Kevin Parsons,Ford,Civic,2022,41886,0.12256486107331575,5133.75
4/28/2023,Amy Brown,Carmen Williams,Honda,Civic,2011,23425,0.06410236214937551,1501.6
7/19/2022,Chelsea Garza,Joshua Campbell,Ford,F-150,2010,14840,0.13532758677799583,2008.26
11/5/2022,James Mullins,Leslie Peterson,Honda,Civic,2020,13438,0.10725688161974353,1441.32
2/28/2023,Cynthia Mann,Robert Smith,Nissan,Civic,2010,49638,0.14729258364948472,7311.31
10/30/2022,Robin Donovan,Joyce Schmitt,Toyota,Silverado,2020,19572,0.08062987886823089,1578.09
4/26/2023,Brooke Romero,Jamie Smith,Nissan,Silverado,2017,23175,0.1108758637656326,2569.55
12/20/2022,Christie Ramsey,Melanie Hartman,Nissan,Civic,2017,34109,0.13641714507043937,4653.05
7/29/2022,Justin Thompson,Sarah Ramirez,Toyota,F-150,2018,15272,0.062292024104329574,951.32
12/27/2022,Victor Foley,Steven Matthews,Chevrolet,Corolla,2018,23348,0.06508546012080507,1519.62
3/5/2023,Gordon Burns,Brian Parker,Ford,Silverado,2016,25435,0.08592383002701438,2185.47
5/16/2022,Terry Sandoval,Carolyn Griffith,Toyota,F-150,2018,41360,0.09873132685576402,4083.53
11/13/2022,Brian Singh,Michael Murphy,Ford,F-150,2010,39527,0.1377193733464107,5443.63
3/26/2023,Michele Guzman,Laura Jones,Ford,Corolla,2018,10702,0.08224697195660144,880.21
3/20/2023,John Burns,Joseph Fisher,Toyota,Altima,2010,28498,0.09344793177762577,2663.08
6/24/2022,Jeremy Simpson,Dr. Debbie Parker,Toyota,Silverado,2013,23377,0.091126197587011,2130.26
1/13/2023,Jeremy Anderson,Nathan Johnson,Chevrolet,F-150,2016,11275,0.09420816983977257,1062.2
3/15/2023,Felicia Steele,Bobby Cameron,Ford,F-150,2011,20133,0.051676222152555865,1040.4
4/19/2023,Emily Riley,Charles Malone,Nissan,Civic,2017,45966,0.07269245608332632,3341.38
11/19/2022,Jack Hill,Carla Burns,Honda,Corolla,2020,26683,0.08634183416790778,2303.86
9/9/2022,Jeffery Hancock,Joshua Miller,Toyota,Civic,2012,15862,0.11497647497027998,1823.76
8/20/2022,Lori Powell,Vicki Barber,Chevrolet,Civic,2014,19211,0.09288633653113104,1784.44
4/15/2023,Devin Johnson,Amanda Ramirez,Honda,Corolla,2016,17984,0.1244684431341681,2238.44
1/16/2023,David Landry,Barbara Taylor,Toyota,Corolla,2012,12097,0.14354145714090444,1736.42
10/29/2022,Debra Turner,Joel Robles,Chevrolet,F-150,2017,35872,0.055183052105769306,1979.53
12/2/2022,Justin Henry,Robert Brown,Chevrolet,Civic,2013,42559,0.07944927506778997,3381.28
12/4/2022,Paula Brooks,Tina Key,Chevrolet,Silverado,2019,43476,0.06709390728301916,2916.97
12/29/2022,Karen Smith,Adam Daniels,Honda,Civic,2011,48767,0.07385288419090963,3601.58
7/9/2022,Robert Thompson,Bradley Todd,Honda,Altima,2019,20234,0.1337772400363803,2706.85
10/19/2022,Samantha White,Monica Suarez,Chevrolet,Silverado,2020,16791,0.09456897769620935,1587.91
7/10/2022,Melissa Donovan,Christian Lopez,Toyota,F-150,2017,26711,0.12920151320068793,3451.1
11/26/2022,Deborah Miller,Sarah Kim,Ford,Corolla,2014,18624,0.05613519889398806,1045.46
10/11/2022,Micheal Garner,Samantha Petersen,Nissan,Silverado,2016,12585,0.07390782131851724,930.13
5/8/2022,Daniel Sexton,Lawrence Kim,Toyota,Altima,2020,18894,0.06914707372864096,1306.46
12/18/2022,Melinda Williams,Laurie Simon,Ford,Civic,2019,28686,0.08631642052920355,2476.07
4/19/2023,James Brown,Cody Adams,Toyota,Altima,2019,32775,0.14187670145766035,4650.01
7/2/2022,Brian Holland,Manuel Watson,Honda,Silverado,2014,20776,0.1020201566902211,2119.57
2/19/2023,Kelly Wilkinson,Johnny Gutierrez,Ford,Altima,2021,35662,0.07261024916432146,2589.43
9/12/2022,Scott Hill,Joseph Hobbs,Nissan,Civic,2021,28884,0.14155026781469926,4088.54
10/20/2022,Jennifer Lynn,Kent Gray,Ford,Silverado,2011,15433,0.07695716194129801,1187.68
12/1/2022,Michelle Ponce,Jasmine Roberts,Ford,Altima,2018,27192,0.07447720979940003,2025.18
4/24/2023,Patricia Schneider,Jessica Peterson,Toyota,Civic,2012,37914,0.10588009237163387,4014.34
